inventory_id,authority_type,title,primary_epic_id,primary_story_id,story_title,story_global_order,primary_owner_count,planning_implementable_story,current_implementation_authorized,primary_specs,approved_adrs,story_gate_classification,gate_refs,required_test_count,observability_evidence,completion_receipt_template,coverage_result
FR-135,FUNCTIONAL_REQUIREMENT,Govern prototype-only authorization,EP-08,ST-08.06,Issue Evidence-Backed Readiness and Authorization Receipts,39,1,true,false,TS-00;TS-01;TS-02;TS-04;TS-05;TS-06;TS-07;TS-08;TS-09;TS-10;TS-11;TS-12;TS-13;TS-14;TS-15,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-007;ADR-008;ADR-009;ADR-010;ADR-011;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-008;BD-014;HD-006;HD-007,4,ST-08.06:StoryCompletionReceipt,ST-08.06:StoryCompletionReceipt:<artifact-hash>,PASS
FR-136,FUNCTIONAL_REQUIREMENT,Generate immutable readiness and authorization receipts,EP-08,ST-08.06,Issue Evidence-Backed Readiness and Authorization Receipts,39,1,true,false,TS-00;TS-01;TS-02;TS-04;TS-05;TS-06;TS-07;TS-08;TS-09;TS-10;TS-11;TS-12;TS-13;TS-14;TS-15,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-007;ADR-008;ADR-009;ADR-010;ADR-011;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-008;BD-014;HD-006;HD-007,4,ST-08.06:StoryCompletionReceipt,ST-08.06:StoryCompletionReceipt:<artifact-hash>,PASS
FR-137,FUNCTIONAL_REQUIREMENT,Define a constitution-complete Shared Activative Core,EP-06,ST-06.01,Bind Every Harness to One of Five Canonical Categories,25,1,true,false,TS-00;TS-01;TS-03;TS-04;TS-06;TS-07;TS-10;TS-11;TS-12;TS-13;TS-15,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-008;ADR-011;ADR-012;ADR-013;ADR-014;ADR-016;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,4,ST-06.01:StoryCompletionReceipt,ST-06.01:StoryCompletionReceipt:<artifact-hash>,PASS
FR-138,FUNCTIONAL_REQUIREMENT,Insert a mandatory category layer,EP-06,ST-06.01,Bind Every Harness to One of Five Canonical Categories,25,1,true,false,TS-00;TS-01;TS-03;TS-04;TS-06;TS-07;TS-10;TS-11;TS-12;TS-13;TS-15,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-008;ADR-011;ADR-012;ADR-013;ADR-014;ADR-016;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,4,ST-06.01:StoryCompletionReceipt,ST-06.01:StoryCompletionReceipt:<artifact-hash>,PASS
FR-139,FUNCTIONAL_REQUIREMENT,Support five canonical categories,EP-06,ST-06.01,Bind Every Harness to One of Five Canonical Categories,25,1,true,false,TS-00;TS-01;TS-03;TS-04;TS-06;TS-07;TS-10;TS-11;TS-12;TS-13;TS-15,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-008;ADR-011;ADR-012;ADR-013;ADR-014;ADR-016;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,4,ST-06.01:StoryCompletionReceipt,ST-06.01:StoryCompletionReceipt:<artifact-hash>,PASS
FR-140,FUNCTIONAL_REQUIREMENT,Govern versioned category constitutions,EP-06,ST-06.01,Bind Every Harness to One of Five Canonical Categories,25,1,true,false,TS-00;TS-01;TS-03;TS-04;TS-06;TS-07;TS-10;TS-11;TS-12;TS-13;TS-15,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-008;ADR-011;ADR-012;ADR-013;ADR-014;ADR-016;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,4,ST-06.01:StoryCompletionReceipt,ST-06.01:StoryCompletionReceipt:<artifact-hash>,PASS
FR-141,FUNCTIONAL_REQUIREMENT,Support category-local format profiles,EP-06,ST-06.01,Bind Every Harness to One of Five Canonical Categories,25,1,true,false,TS-00;TS-01;TS-03;TS-04;TS-06;TS-07;TS-10;TS-11;TS-12;TS-13;TS-15,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-008;ADR-011;ADR-012;ADR-013;ADR-014;ADR-016;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,4,ST-06.01:StoryCompletionReceipt,ST-06.01:StoryCompletionReceipt:<artifact-hash>,PASS
FR-142,FUNCTIONAL_REQUIREMENT,Represent the edited-video format mapping,EP-06,ST-06.02,Compile Category-Local Format and Performance Profiles,26,1,true,false,TS-00;TS-11;TS-15,ADR-013;ADR-014;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,4,ST-06.02:StoryCompletionReceipt,ST-06.02:StoryCompletionReceipt:<artifact-hash>,PASS
FR-143,FUNCTIONAL_REQUIREMENT,Represent Format 02 under 2D Character Animation,EP-06,ST-06.02,Compile Category-Local Format and Performance Profiles,26,1,true,false,TS-00;TS-11;TS-15,ADR-013;ADR-014;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,4,ST-06.02:StoryCompletionReceipt,ST-06.02:StoryCompletionReceipt:<artifact-hash>,PASS
FR-144,FUNCTIONAL_REQUIREMENT,Compile 2D character-performance registries,EP-06,ST-06.02,Compile Category-Local Format and Performance Profiles,26,1,true,false,TS-00;TS-11;TS-15,ADR-013;ADR-014;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,4,ST-06.02:StoryCompletionReceipt,ST-06.02:StoryCompletionReceipt:<artifact-hash>,PASS
FR-145,FUNCTIONAL_REQUIREMENT,Use category-specific syntax parsing,EP-06,ST-06.03,Compile Category-Native Syntax and Activative Sequencing,27,1,true,false,TS-00;TS-03;TS-05;TS-06;TS-07;TS-09;TS-11;TS-14;TS-15,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-008;ADR-009;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,4,ST-06.03:StoryCompletionReceipt,ST-06.03:StoryCompletionReceipt:<artifact-hash>,PASS
FR-146,FUNCTIONAL_REQUIREMENT,"Use category-specific temporal, conversational, and sequence parsing",EP-06,ST-06.03,Compile Category-Native Syntax and Activative Sequencing,27,1,true,false,TS-00;TS-03;TS-05;TS-06;TS-07;TS-09;TS-11;TS-14;TS-15,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-008;ADR-009;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,4,ST-06.03:StoryCompletionReceipt,ST-06.03:StoryCompletionReceipt:<artifact-hash>,PASS
FR-147,FUNCTIONAL_REQUIREMENT,Compile category-adapted Activative Sequencing Intelligence,EP-06,ST-06.03,Compile Category-Native Syntax and Activative Sequencing,27,1,true,false,TS-00;TS-03;TS-05;TS-06;TS-07;TS-09;TS-11;TS-14;TS-15,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-008;ADR-009;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,4,ST-06.03:StoryCompletionReceipt,ST-06.03:StoryCompletionReceipt:<artifact-hash>,PASS
FR-148,FUNCTIONAL_REQUIREMENT,"Compile category-owned runtime, evaluation, and repair rules",EP-06,ST-06.04,"Own Category Runtime, Evaluation, Repair, and Migration Rules",28,1,true,false,TS-11,ADR-013;ADR-014;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,4,ST-06.04:StoryCompletionReceipt,ST-06.04:StoryCompletionReceipt:<artifact-hash>,PASS
FR-149,FUNCTIONAL_REQUIREMENT,Preserve atomic creative ownership,EP-06,ST-06.04,"Own Category Runtime, Evaluation, Repair, and Migration Rules",28,1,true,false,TS-11,ADR-013;ADR-014;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,4,ST-06.04:StoryCompletionReceipt,ST-06.04:StoryCompletionReceipt:<artifact-hash>,PASS
FR-150,FUNCTIONAL_REQUIREMENT,Govern category and profile migration,EP-06,ST-06.04,"Own Category Runtime, Evaluation, Repair, and Migration Rules",28,1,true,false,TS-11,ADR-013;ADR-014;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,4,ST-06.04:StoryCompletionReceipt,ST-06.04:StoryCompletionReceipt:<artifact-hash>,PASS
FR-151,FUNCTIONAL_REQUIREMENT,Generate a versioned Development Capsule,EP-11,ST-11.01,Generate a Versioned Traceable Development Capsule,63,1,true,false,TS-01;TS-06;TS-11;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-010;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-008;BD-014;HD-006;HD-007,4,ST-11.01:StoryCompletionReceipt,ST-11.01:StoryCompletionReceipt:<artifact-hash>,PASS
FR-152,FUNCTIONAL_REQUIREMENT,Maintain requirement-to-artifact traceability,EP-11,ST-11.01,Generate a Versioned Traceable Development Capsule,63,1,true,false,TS-01;TS-06;TS-11;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-010;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-008;BD-014;HD-006;HD-007,4,ST-11.01:StoryCompletionReceipt,ST-11.01:StoryCompletionReceipt:<artifact-hash>,PASS
FR-153,FUNCTIONAL_REQUIREMENT,Generate only justified scaffolding,EP-11,ST-11.01,Generate a Versioned Traceable Development Capsule,63,1,true,false,TS-01;TS-06;TS-11;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-010;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-008;BD-014;HD-006;HD-007,4,ST-11.01:StoryCompletionReceipt,ST-11.01:StoryCompletionReceipt:<artifact-hash>,PASS
FR-154,FUNCTIONAL_REQUIREMENT,Provide typed interfaces and contract examples,EP-11,ST-11.01,Generate a Versioned Traceable Development Capsule,63,1,true,false,TS-01;TS-06;TS-11;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-010;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-008;BD-014;HD-006;HD-007,4,ST-11.01:StoryCompletionReceipt,ST-11.01:StoryCompletionReceipt:<artifact-hash>,PASS
FR-155,FUNCTIONAL_REQUIREMENT,Provide executable test and benchmark fixtures,EP-11,ST-11.01,Generate a Versioned Traceable Development Capsule,63,1,true,false,TS-01;TS-06;TS-11;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-010;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-008;BD-014;HD-006;HD-007,4,ST-11.01:StoryCompletionReceipt,ST-11.01:StoryCompletionReceipt:<artifact-hash>,PASS
FR-156,FUNCTIONAL_REQUIREMENT,Generate dependency-ordered vertical stories,EP-11,ST-11.02,Plan Dependency-Ordered Vertical Implementation Increments,64,1,true,false,TS-13,ADR-003;ADR-004;ADR-005;ADR-010,BLOCKED_PENDING_HUMAN_DECISION,BD-008;HD-006;HD-007,4,ST-11.02:StoryCompletionReceipt,ST-11.02:StoryCompletionReceipt:<artifact-hash>,PASS
FR-157,FUNCTIONAL_REQUIREMENT,Define a first working vertical-slice plan,EP-11,ST-11.02,Plan Dependency-Ordered Vertical Implementation Increments,64,1,true,false,TS-13,ADR-003;ADR-004;ADR-005;ADR-010,BLOCKED_PENDING_HUMAN_DECISION,BD-008;HD-006;HD-007,4,ST-11.02:StoryCompletionReceipt,ST-11.02:StoryCompletionReceipt:<artifact-hash>,PASS
FR-158,FUNCTIONAL_REQUIREMENT,Govern implementation-discovered deltas,EP-11,ST-11.03,Govern Implementation Deltas and Certification Feedback,65,1,true,false,TS-13,ADR-003;ADR-004;ADR-005;ADR-010,BLOCKED_PENDING_HUMAN_DECISION,BD-008;HD-006;HD-007,4,ST-11.03:StoryCompletionReceipt,ST-11.03:StoryCompletionReceipt:<artifact-hash>,PASS
FR-159,FUNCTIONAL_REQUIREMENT,Ingest implementation and certification feedback,EP-11,ST-11.03,Govern Implementation Deltas and Certification Feedback,65,1,true,false,TS-13,ADR-003;ADR-004;ADR-005;ADR-010,BLOCKED_PENDING_HUMAN_DECISION,BD-008;HD-006;HD-007,4,ST-11.03:StoryCompletionReceipt,ST-11.03:StoryCompletionReceipt:<artifact-hash>,PASS
FR-160,FUNCTIONAL_REQUIREMENT,Inventory V2.1 capabilities and artifacts,EP-12,ST-12.01,Inventory and Map Proven V2.1 Behavior,66,1,true,false,IMPLEMENTATION_BASELINE,ADR-008;ADR-013;ADR-015;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,HD-006;HD-007,4,ST-12.01:StoryCompletionReceipt,ST-12.01:StoryCompletionReceipt:<artifact-hash>,PASS
FR-161,FUNCTIONAL_REQUIREMENT,Map V2.1 concepts into the next architecture,EP-12,ST-12.01,Inventory and Map Proven V2.1 Behavior,66,1,true,false,IMPLEMENTATION_BASELINE,ADR-008;ADR-013;ADR-015;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,HD-006;HD-007,4,ST-12.01:StoryCompletionReceipt,ST-12.01:StoryCompletionReceipt:<artifact-hash>,PASS
FR-162,FUNCTIONAL_REQUIREMENT,Support baseline and candidate dual compilation,EP-12,ST-12.02,Dual-Compile and Migrate Through Regression Receipts,67,1,true,false,IMPLEMENTATION_BASELINE;TS-02;TS-06;TS-10;TS-13;TS-14,ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-007;ADR-008;ADR-010;ADR-012;ADR-013;ADR-015;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,HD-006;HD-007,4,ST-12.02:StoryCompletionReceipt,ST-12.02:StoryCompletionReceipt:<artifact-hash>,PASS
FR-163,FUNCTIONAL_REQUIREMENT,"Require evidence for retention, adaptation, or deprecation",EP-12,ST-12.02,Dual-Compile and Migrate Through Regression Receipts,67,1,true,false,IMPLEMENTATION_BASELINE;TS-02;TS-06;TS-10;TS-13;TS-14,ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-007;ADR-008;ADR-010;ADR-012;ADR-013;ADR-015;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,HD-006;HD-007,4,ST-12.02:StoryCompletionReceipt,ST-12.02:StoryCompletionReceipt:<artifact-hash>,PASS
FR-164,FUNCTIONAL_REQUIREMENT,Run regression suites at every migration increment,EP-12,ST-12.02,Dual-Compile and Migrate Through Regression Receipts,67,1,true,false,IMPLEMENTATION_BASELINE;TS-02;TS-06;TS-10;TS-13;TS-14,ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-007;ADR-008;ADR-010;ADR-012;ADR-013;ADR-015;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,HD-006;HD-007,4,ST-12.02:StoryCompletionReceipt,ST-12.02:StoryCompletionReceipt:<artifact-hash>,PASS
FR-165,FUNCTIONAL_REQUIREMENT,Define compatibility and alias policy,EP-12,ST-12.02,Dual-Compile and Migrate Through Regression Receipts,67,1,true,false,IMPLEMENTATION_BASELINE;TS-02;TS-06;TS-10;TS-13;TS-14,ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-007;ADR-008;ADR-010;ADR-012;ADR-013;ADR-015;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,HD-006;HD-007,4,ST-12.02:StoryCompletionReceipt,ST-12.02:StoryCompletionReceipt:<artifact-hash>,PASS
FR-166,FUNCTIONAL_REQUIREMENT,Generate migration and deprecation receipts,EP-12,ST-12.02,Dual-Compile and Migrate Through Regression Receipts,67,1,true,false,IMPLEMENTATION_BASELINE;TS-02;TS-06;TS-10;TS-13;TS-14,ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-007;ADR-008;ADR-010;ADR-012;ADR-013;ADR-015;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,HD-006;HD-007,4,ST-12.02:StoryCompletionReceipt,ST-12.02:StoryCompletionReceipt:<artifact-hash>,PASS
FR-167,FUNCTIONAL_REQUIREMENT,Prove Release 1 through one complete reference path,EP-12,ST-12.03,Prove the Complete Builder Spine Through Format 02,68,1,true,false,TS-02;TS-04;TS-06;TS-07;TS-10;TS-11;TS-13;TS-14;TS-15,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-007;ADR-008;ADR-010;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-008;HD-006;HD-007,4,ST-12.03:StoryCompletionReceipt,ST-12.03:StoryCompletionReceipt:<artifact-hash>,PASS
FR-168,FUNCTIONAL_REQUIREMENT,Limit certification of unproven categories and targets,EP-12,ST-12.04,Publish Bounded Certification Claims Across Categories and Targets,69,1,true,false,TS-00;TS-10;TS-13;TS-14;TS-15,ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-010;ADR-012;ADR-014;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,4,ST-12.04:StoryCompletionReceipt,ST-12.04:StoryCompletionReceipt:<artifact-hash>,PASS
FR-169,FUNCTIONAL_REQUIREMENT,Require portfolio evidence for general Builder certification,EP-12,ST-12.04,Publish Bounded Certification Claims Across Categories and Targets,69,1,true,false,TS-00;TS-10;TS-13;TS-14;TS-15,ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-010;ADR-012;ADR-014;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,4,ST-12.04:StoryCompletionReceipt,ST-12.04:StoryCompletionReceipt:<artifact-hash>,PASS
FR-170,FUNCTIONAL_REQUIREMENT,Maintain three versioned target profiles,EP-07,ST-07.01,Register Three Distinct Compilation Targets,30,1,true,false,TS-01;TS-11;TS-15,ADR-001;ADR-003;ADR-005;ADR-013;ADR-014;ADR-018,EVIDENCE_GATED,BD-014,4,ST-07.01:StoryCompletionReceipt,ST-07.01:StoryCompletionReceipt:<artifact-hash>,PASS
FR-171,FUNCTIONAL_REQUIREMENT,Compile the Atomic Content Harness profile,EP-07,ST-07.02,Compile a Target-Specific Atomic Content Harness,31,1,true,false,TS-11,ADR-013;ADR-014;ADR-018,EVIDENCE_GATED,BD-014,4,ST-07.02:StoryCompletionReceipt,ST-07.02:StoryCompletionReceipt:<artifact-hash>,PASS
FR-172,FUNCTIONAL_REQUIREMENT,Compile the Visual Asset Editor profile,EP-07,ST-07.03,Compile VAE and Delegation Handoffs Without Implementing Them,32,1,true,false,TS-03;TS-06;TS-07;TS-10;TS-11;TS-13;TS-14;TS-15,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-008;ADR-010;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,EVIDENCE_GATED,BD-007;BD-008;BD-014,4,ST-07.03:StoryCompletionReceipt,ST-07.03:StoryCompletionReceipt:<artifact-hash>,PASS
FR-173,FUNCTIONAL_REQUIREMENT,Compile the Delegation Contract profile,EP-07,ST-07.03,Compile VAE and Delegation Handoffs Without Implementing Them,32,1,true,false,TS-03;TS-06;TS-07;TS-10;TS-11;TS-13;TS-14;TS-15,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-008;ADR-010;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,EVIDENCE_GATED,BD-007;BD-008;BD-014,4,ST-07.03:StoryCompletionReceipt,ST-07.03:StoryCompletionReceipt:<artifact-hash>,PASS
FR-174,FUNCTIONAL_REQUIREMENT,Use target-specific source profiles,EP-07,ST-07.02,Compile a Target-Specific Atomic Content Harness,31,1,true,false,TS-11,ADR-013;ADR-014;ADR-018,EVIDENCE_GATED,BD-014,4,ST-07.02:StoryCompletionReceipt,ST-07.02:StoryCompletionReceipt:<artifact-hash>,PASS
FR-175,FUNCTIONAL_REQUIREMENT,Use target-specific Harness IR profiles,EP-07,ST-07.02,Compile a Target-Specific Atomic Content Harness,31,1,true,false,TS-11,ADR-013;ADR-014;ADR-018,EVIDENCE_GATED,BD-014,4,ST-07.02:StoryCompletionReceipt,ST-07.02:StoryCompletionReceipt:<artifact-hash>,PASS
FR-176,FUNCTIONAL_REQUIREMENT,Use target-specific Genesis decision graphs,EP-07,ST-07.02,Compile a Target-Specific Atomic Content Harness,31,1,true,false,TS-11,ADR-013;ADR-014;ADR-018,EVIDENCE_GATED,BD-014,4,ST-07.02:StoryCompletionReceipt,ST-07.02:StoryCompletionReceipt:<artifact-hash>,PASS
FR-177,FUNCTIONAL_REQUIREMENT,Compile target-specific artifact sets,EP-07,ST-07.04,"Validate Target Artifacts, Gates, and Compatibility",33,1,true,false,TS-11,ADR-013;ADR-014;ADR-018,EVIDENCE_GATED,BD-014,4,ST-07.04:StoryCompletionReceipt,ST-07.04:StoryCompletionReceipt:<artifact-hash>,PASS
FR-178,FUNCTIONAL_REQUIREMENT,Apply target-specific evaluation and authorization gates,EP-07,ST-07.04,"Validate Target Artifacts, Gates, and Compatibility",33,1,true,false,TS-11,ADR-013;ADR-014;ADR-018,EVIDENCE_GATED,BD-014,4,ST-07.04:StoryCompletionReceipt,ST-07.04:StoryCompletionReceipt:<artifact-hash>,PASS
FR-179,FUNCTIONAL_REQUIREMENT,Prevent universal-profile flattening,EP-07,ST-07.04,"Validate Target Artifacts, Gates, and Compatibility",33,1,true,false,TS-11,ADR-013;ADR-014;ADR-018,EVIDENCE_GATED,BD-014,4,ST-07.04:StoryCompletionReceipt,ST-07.04:StoryCompletionReceipt:<artifact-hash>,PASS
FR-180,FUNCTIONAL_REQUIREMENT,Validate cross-target compatibility,EP-07,ST-07.04,"Validate Target Artifacts, Gates, and Compatibility",33,1,true,false,TS-11,ADR-013;ADR-014;ADR-018,EVIDENCE_GATED,BD-014,4,ST-07.04:StoryCompletionReceipt,ST-07.04:StoryCompletionReceipt:<artifact-hash>,PASS
FR-181,FUNCTIONAL_REQUIREMENT,Define the canonical Builder Workflow IR,EP-09,ST-09.01,Compile an Actor-Explicit Builder Workflow,41,1,true,false,TS-14,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,CONDITIONAL_EXTERNAL_DEPENDENCY,,4,ST-09.01:StoryCompletionReceipt,ST-09.01:StoryCompletionReceipt:<artifact-hash>,PASS
FR-182,FUNCTIONAL_REQUIREMENT,Assign one explicit actor model to every node,EP-09,ST-09.01,Compile an Actor-Explicit Builder Workflow,41,1,true,false,TS-14,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,CONDITIONAL_EXTERNAL_DEPENDENCY,,4,ST-09.01:StoryCompletionReceipt,ST-09.01:StoryCompletionReceipt:<artifact-hash>,PASS
FR-183,FUNCTIONAL_REQUIREMENT,"Model typed nodes, conditions, and feedback edges",EP-09,ST-09.01,Compile an Actor-Explicit Builder Workflow,41,1,true,false,TS-14,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,CONDITIONAL_EXTERNAL_DEPENDENCY,,4,ST-09.01:StoryCompletionReceipt,ST-09.01:StoryCompletionReceipt:<artifact-hash>,PASS
FR-184,FUNCTIONAL_REQUIREMENT,Compile workflows from approved product graphs,EP-09,ST-09.01,Compile an Actor-Explicit Builder Workflow,41,1,true,false,TS-14,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,CONDITIONAL_EXTERNAL_DEPENDENCY,,4,ST-09.01:StoryCompletionReceipt,ST-09.01:StoryCompletionReceipt:<artifact-hash>,PASS
FR-185,FUNCTIONAL_REQUIREMENT,Maintain a versioned Workflow Profile Registry,EP-09,ST-09.01,Compile an Actor-Explicit Builder Workflow,41,1,true,false,TS-14,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,CONDITIONAL_EXTERNAL_DEPENDENCY,,4,ST-09.01:StoryCompletionReceipt,ST-09.01:StoryCompletionReceipt:<artifact-hash>,PASS
FR-186,FUNCTIONAL_REQUIREMENT,Route requests through an explicit Workflow Router,EP-09,ST-09.02,Route Through a Manual Shadow Before Automation,42,1,true,false,TS-14,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,CONDITIONAL_EXTERNAL_DEPENDENCY,,4,ST-09.02:StoryCompletionReceipt,ST-09.02:StoryCompletionReceipt:<artifact-hash>,PASS
FR-187,FUNCTIONAL_REQUIREMENT,Require a manual shadow workflow before production automation,EP-09,ST-09.02,Route Through a Manual Shadow Before Automation,42,1,true,false,TS-14,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,CONDITIONAL_EXTERNAL_DEPENDENCY,,4,ST-09.02:StoryCompletionReceipt,ST-09.02:StoryCompletionReceipt:<artifact-hash>,PASS
FR-188,FUNCTIONAL_REQUIREMENT,Separate deterministic code execution from agent execution,EP-09,ST-09.02,Route Through a Manual Shadow Before Automation,42,1,true,false,TS-14,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,CONDITIONAL_EXTERNAL_DEPENDENCY,,4,ST-09.02:StoryCompletionReceipt,ST-09.02:StoryCompletionReceipt:<artifact-hash>,PASS
FR-189,FUNCTIONAL_REQUIREMENT,Execute agent nodes through evaluated phase-local capsules,EP-09,ST-09.02,Route Through a Manual Shadow Before Automation,42,1,true,false,TS-14,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,CONDITIONAL_EXTERNAL_DEPENDENCY,,4,ST-09.02:StoryCompletionReceipt,ST-09.02:StoryCompletionReceipt:<artifact-hash>,PASS
FR-190,FUNCTIONAL_REQUIREMENT,Validate every node before releasing its outputs,EP-09,ST-09.03,Validate Node Outputs and Contain Failure Feedback,43,1,true,false,TS-00;TS-14,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,CONDITIONAL_EXTERNAL_DEPENDENCY,,4,ST-09.03:StoryCompletionReceipt,ST-09.03:StoryCompletionReceipt:<artifact-hash>,PASS
FR-191,FUNCTIONAL_REQUIREMENT,Return structured failure context only to the responsible node,EP-09,ST-09.03,Validate Node Outputs and Contain Failure Feedback,43,1,true,false,TS-00;TS-14,ADR-002;ADR-006;ADR-012;ADR-016;ADR-017,CONDITIONAL_EXTERNAL_DEPENDENCY,,4,ST-09.03:StoryCompletionReceipt,ST-09.03:StoryCompletionReceipt:<artifact-hash>,PASS
