id,type,title,feature_or_domain,classification,release_scope,primary_spec,requirement_text,repository_evidence,coverage_basis,blocking_decisions
NFR-EVAL-004,NFR,Category-appropriate evaluation,EVAL,NEEDS_EMPIRICAL_PROTOTYPE,RELEASE_1,TS-10,"Evaluation dimensions, thresholds, fixtures, and repair routes must reflect the selected category and format profile; metrics from one production substrate may not substitute for another without an explicit equivalence test.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation exists, and the required algorithm, quality, threshold, or scale behavior must be calibrated with authoritative evidence before production authorization.",BD-001
NFR-WORKFLOW-001,NFR,Reproducible workflow routing,WORKFLOW,NEW_IMPLEMENTATION,RELEASE_1,TS-14,"Given the same request classification, target profile, risk state, and workflow registry version, the router must select the same workflow profile or emit an explicit nondeterminism receipt.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
NFR-WORKFLOW-002,NFR,Explicit actor ownership,WORKFLOW,NEW_IMPLEMENTATION,RELEASE_1,TS-14,"Every workflow node must identify whether its primary actor is deterministic code, a bounded agent program, a human gate, or a governed hybrid; undocumented general-agent ownership is prohibited.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
NFR-WORKFLOW-003,NFR,Typed node handoffs,WORKFLOW,NEW_IMPLEMENTATION,RELEASE_1,TS-14,"Every node-to-node handoff must use a versioned contract with validated producer, consumer, authority, error, and completion semantics.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
NFR-WORKFLOW-004,NFR,Bounded control flow,WORKFLOW,NEW_IMPLEMENTATION,RELEASE_1,TS-14,"Retries, loops, timeouts, fan-out, arbitration, and fallback routes must have declared limits and terminal conditions; unbounded autonomous looping is prohibited.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
NFR-WORKFLOW-005,NFR,Idempotent workflow resume,WORKFLOW,NEW_IMPLEMENTATION,RELEASE_1,TS-14,"A workflow must resume from committed node state without duplicating successful side effects, replaying ratified human actions, or silently changing the selected profile.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
NFR-WORKFLOW-006,NFR,Failure containment,WORKFLOW,NEW_IMPLEMENTATION,RELEASE_1,TS-14,"A failed node, agent, tool, sandbox, or workflow profile must not corrupt locked sources, ratified decisions, protected benchmarks, or unaffected workflow branches.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
NFR-WORKFLOW-007,NFR,Sandbox least privilege,WORKFLOW,NEW_IMPLEMENTATION,RELEASE_1,TS-14,"Node sandboxes must receive only approved tools, sources, secrets, network access, storage, compute, and lifetime required by the node contract.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
NFR-WORKFLOW-008,NFR,Bounded parallelism,WORKFLOW,NEW_IMPLEMENTATION,RELEASE_1,TS-14,"Parallel execution is allowed only for dependency-independent work with explicit concurrency, budget, merge, cancellation, and conflict policies.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
NFR-WORKFLOW-009,NFR,Risk-aware model and compute routing,WORKFLOW,NEW_IMPLEMENTATION,RELEASE_1,TS-14,"Model tier, repetition count, candidate fan-out, evaluator strength, and compute budget must be selected by explicit task-complexity, risk, and expected-value policy and recorded in the run.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
NFR-WORKFLOW-010,NFR,Workflow observability,WORKFLOW,NEW_IMPLEMENTATION,RELEASE_1,TS-14,"Every workflow node and route must emit start, completion, validation, failure, retry, cancellation, cost, latency, and artifact events sufficient to reconstruct execution.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
NFR-WORKFLOW-011,NFR,Workflow-level testability,WORKFLOW,NEW_IMPLEMENTATION,RELEASE_1,TS-14,"Every production workflow profile must support contract tests, end-to-end integration tests, fault injection, resume tests, route tests, and rollback tests at stable public seams.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
NFR-WORKFLOW-012,NFR,Versioned promotion and rollback,WORKFLOW,NEW_IMPLEMENTATION,RELEASE_1,TS-14,"Workflow definitions, routers, node contracts, and execution policies must be versioned, maturity-gated, promotable through CI, and rollback-safe with migration receipts.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/06-cross-cutting-nfrs.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
