"requirement_id","type","feature_id","title","release_1_scope","source_requirement","locked_decisions","user_journeys","cross_cutting_nfrs","concrete_repository_evidence","executable_code_evidence","executable_test_evidence","verdict","verdict_basis","technical_spec_owner"
"FR-022","FR","F03","Publish subtype capability requirements","R1_STRUCTURAL_SCOPE_ONLY","prd/05-features/F03-asset-ontology-reference-production.md","D005|D006|D007|D025|D026|D027","UJ-01|UJ-03|UJ-09|UJ-14","NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-MEM-001|NFR-MEM-002|NFR-MEM-003|NFR-MEM-004|NFR-MEM-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005","governance/ASSET_FAMILY_REGISTRY.yaml; contracts/schemas/VISUAL_ASSET_DEMAND.schema.yaml#properties.asset_classification","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","TS-VAE-01; TS-VAE-10"
"FR-023","FR","F03","Version and migrate ontology records","R1_APPLICABLE","prd/05-features/F03-asset-ontology-reference-production.md","D005|D006|D007|D025|D026|D027","UJ-01|UJ-03|UJ-09|UJ-14","NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-MEM-001|NFR-MEM-002|NFR-MEM-003|NFR-MEM-004|NFR-MEM-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005","governance/ASSET_FAMILY_REGISTRY.yaml; contracts/schemas/VISUAL_ASSET_DEMAND.schema.yaml#properties.asset_classification","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","TS-VAE-01; TS-VAE-10"
"FR-024","FR","F03","Expose certified scope separately from represented scope","R1_STRUCTURAL_SCOPE_ONLY","prd/05-features/F03-asset-ontology-reference-production.md","D005|D006|D007|D025|D026|D027","UJ-01|UJ-03|UJ-09|UJ-14","NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-MEM-001|NFR-MEM-002|NFR-MEM-003|NFR-MEM-004|NFR-MEM-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005","governance/ASSET_FAMILY_REGISTRY.yaml; contracts/schemas/VISUAL_ASSET_DEMAND.schema.yaml#properties.asset_classification","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","TS-VAE-01; TS-VAE-10"
"FR-025","FR","F04","Create immutable asset versions","R1_APPLICABLE","prd/05-features/F04-immutable-asset-lifecycle.md","D007|D008|D013|D014|D017|D018|D023|D027","UJ-01|UJ-04|UJ-07|UJ-09|UJ-14","NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005","contracts/schemas/VISUAL_ASSET_MEMORY_RECORD.schema.yaml; contracts/schemas/ASSET_RESULT_CONTRACT.schema.yaml","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","TS-VAE-08; TS-VAE-10"
"FR-026","FR","F04","Enforce explicit lifecycle transitions","R1_APPLICABLE","prd/05-features/F04-immutable-asset-lifecycle.md","D007|D008|D013|D014|D017|D018|D023|D027","UJ-01|UJ-04|UJ-07|UJ-09|UJ-14","NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005","contracts/schemas/VISUAL_ASSET_MEMORY_RECORD.schema.yaml; contracts/schemas/ASSET_RESULT_CONTRACT.schema.yaml","NONE_VERIFIED; scripts/ contains PRD package utilities only","NONE_VERIFIED; no executable product test suite found","NEW_IMPLEMENTATION","No executable product implementation was found. Nearby PRD/governance artifacts define intent only and do not satisfy runtime behavior.","TS-VAE-08; TS-VAE-10"
"FR-027","FR","F04","Record typed derivation relationships","R1_APPLICABLE","prd/05-features/F04-immutable-asset-lifecycle.md","D007|D008|D013|D014|D017|D018|D023|D027","UJ-01|UJ-04|UJ-07|UJ-09|UJ-14","NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005","contracts/schemas/VISUAL_ASSET_MEMORY_RECORD.schema.yaml; contracts/schemas/ASSET_RESULT_CONTRACT.schema.yaml","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","TS-VAE-08; TS-VAE-10"
"FR-028","FR","F04","Separate accepted masters from delivery variants","R1_APPLICABLE","prd/05-features/F04-immutable-asset-lifecycle.md","D007|D008|D013|D014|D017|D018|D023|D027","UJ-01|UJ-04|UJ-07|UJ-09|UJ-14","NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005","contracts/schemas/VISUAL_ASSET_MEMORY_RECORD.schema.yaml; contracts/schemas/ASSET_RESULT_CONTRACT.schema.yaml","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","TS-VAE-08; TS-VAE-10"
"FR-029","FR","F04","Notify downstream consumers of supersession","R1_APPLICABLE","prd/05-features/F04-immutable-asset-lifecycle.md","D007|D008|D013|D014|D017|D018|D023|D027","UJ-01|UJ-04|UJ-07|UJ-09|UJ-14","NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005","contracts/schemas/VISUAL_ASSET_MEMORY_RECORD.schema.yaml; contracts/schemas/ASSET_RESULT_CONTRACT.schema.yaml","NONE_VERIFIED; scripts/ contains PRD package utilities only","NONE_VERIFIED; no executable product test suite found","NEW_IMPLEMENTATION","No executable product implementation was found. Nearby PRD/governance artifacts define intent only and do not satisfy runtime behavior.","TS-VAE-08; TS-VAE-10"
"FR-030","FR","F04","Preserve evaluation and production receipts by version","R1_APPLICABLE","prd/05-features/F04-immutable-asset-lifecycle.md","D007|D008|D013|D014|D017|D018|D023|D027","UJ-01|UJ-04|UJ-07|UJ-09|UJ-14","NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005","contracts/schemas/VISUAL_ASSET_MEMORY_RECORD.schema.yaml; contracts/schemas/ASSET_RESULT_CONTRACT.schema.yaml","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","TS-VAE-08; TS-VAE-10"
"FR-031","FR","F04","Support deterministic reuse of valid variants","R1_APPLICABLE","prd/05-features/F04-immutable-asset-lifecycle.md","D007|D008|D013|D014|D017|D018|D023|D027","UJ-01|UJ-04|UJ-07|UJ-09|UJ-14","NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005","contracts/schemas/VISUAL_ASSET_MEMORY_RECORD.schema.yaml; contracts/schemas/ASSET_RESULT_CONTRACT.schema.yaml","NONE_VERIFIED; scripts/ contains PRD package utilities only","NONE_VERIFIED; no executable product test suite found","NEW_IMPLEMENTATION","No executable product implementation was found. Nearby PRD/governance artifacts define intent only and do not satisfy runtime behavior.","TS-VAE-08; TS-VAE-10"
"FR-032","FR","F04","Expose lifecycle and lineage in the Control Tower","R1_APPLICABLE","prd/05-features/F04-immutable-asset-lifecycle.md","D007|D008|D013|D014|D017|D018|D023|D027","UJ-01|UJ-04|UJ-07|UJ-09|UJ-14","NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005","contracts/schemas/VISUAL_ASSET_MEMORY_RECORD.schema.yaml; contracts/schemas/ASSET_RESULT_CONTRACT.schema.yaml","NONE_VERIFIED; scripts/ contains PRD package utilities only","NONE_VERIFIED; no executable product test suite found","NEW_IMPLEMENTATION","No executable product implementation was found. Nearby PRD/governance artifacts define intent only and do not satisfy runtime behavior.","TS-VAE-08; TS-VAE-10"
"FR-033","FR","F05","Require typed Composition Intent","R1_APPLICABLE","prd/05-features/F05-composition-intent-image-conditioned-geometry.md","D004|D009|D012|D017|D018|D024","UJ-03|UJ-04|UJ-07|UJ-12","NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005","contracts/schemas/VISUAL_ASSET_DEMAND.schema.yaml#properties.composition_intent; contracts/schemas/COMPOSITION_GEOMETRY.schema.yaml; contracts/schemas/CONSTRAINT_CONFLICT.schema.yaml","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","TS-VAE-01; TS-VAE-10"
"FR-034","FR","F05","Run composition-feasibility analysis before expensive production","R1_APPLICABLE","prd/05-features/F05-composition-intent-image-conditioned-geometry.md","D004|D009|D012|D017|D018|D024","UJ-03|UJ-04|UJ-07|UJ-12","NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005","contracts/schemas/VISUAL_ASSET_DEMAND.schema.yaml#properties.composition_intent; contracts/schemas/COMPOSITION_GEOMETRY.schema.yaml; contracts/schemas/CONSTRAINT_CONFLICT.schema.yaml","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","NEEDS_EMPIRICAL_PROTOTYPE","A seed contract or benchmark may exist, but feasibility, thresholds, provider behavior, quality, recovery, or performance cannot be specified credibly without an executable prototype and measurements.","TS-VAE-01; TS-VAE-10"
"FR-035","FR","F05","Compile composition controls from intent","R1_APPLICABLE","prd/05-features/F05-composition-intent-image-conditioned-geometry.md","D004|D009|D012|D017|D018|D024","UJ-03|UJ-04|UJ-07|UJ-12","NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005","contracts/schemas/VISUAL_ASSET_DEMAND.schema.yaml#properties.composition_intent; contracts/schemas/COMPOSITION_GEOMETRY.schema.yaml; contracts/schemas/CONSTRAINT_CONFLICT.schema.yaml","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","NEEDS_EMPIRICAL_PROTOTYPE","A seed contract or benchmark may exist, but feasibility, thresholds, provider behavior, quality, recovery, or performance cannot be specified credibly without an executable prototype and measurements.","TS-VAE-01; TS-VAE-10"
"FR-036","FR","F05","Return image-conditioned geometry","R1_APPLICABLE","prd/05-features/F05-composition-intent-image-conditioned-geometry.md","D004|D009|D012|D017|D018|D024","UJ-03|UJ-04|UJ-07|UJ-12","NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005","contracts/schemas/VISUAL_ASSET_DEMAND.schema.yaml#properties.composition_intent; contracts/schemas/COMPOSITION_GEOMETRY.schema.yaml; contracts/schemas/CONSTRAINT_CONFLICT.schema.yaml","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","TS-VAE-01; TS-VAE-10"
"FR-037","FR","F05","Respect composition tolerance","R1_APPLICABLE","prd/05-features/F05-composition-intent-image-conditioned-geometry.md","D004|D009|D012|D017|D018|D024","UJ-03|UJ-04|UJ-07|UJ-12","NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005","contracts/schemas/VISUAL_ASSET_DEMAND.schema.yaml#properties.composition_intent; contracts/schemas/COMPOSITION_GEOMETRY.schema.yaml; contracts/schemas/CONSTRAINT_CONFLICT.schema.yaml","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","TS-VAE-01; TS-VAE-10"
"FR-038","FR","F05","Evaluate assets in rendered composition context","R1_APPLICABLE","prd/05-features/F05-composition-intent-image-conditioned-geometry.md","D004|D009|D012|D017|D018|D024","UJ-03|UJ-04|UJ-07|UJ-12","NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005","contracts/schemas/VISUAL_ASSET_DEMAND.schema.yaml#properties.composition_intent; contracts/schemas/COMPOSITION_GEOMETRY.schema.yaml; contracts/schemas/CONSTRAINT_CONFLICT.schema.yaml","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","NEEDS_EMPIRICAL_PROTOTYPE","A seed contract or benchmark may exist, but feasibility, thresholds, provider behavior, quality, recovery, or performance cannot be specified credibly without an executable prototype and measurements.","TS-VAE-01; TS-VAE-10"
"FR-039","FR","F05","Generate deterministic delivery geometry variants","R1_APPLICABLE","prd/05-features/F05-composition-intent-image-conditioned-geometry.md","D004|D009|D012|D017|D018|D024","UJ-03|UJ-04|UJ-07|UJ-12","NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005","contracts/schemas/VISUAL_ASSET_DEMAND.schema.yaml#properties.composition_intent; contracts/schemas/COMPOSITION_GEOMETRY.schema.yaml; contracts/schemas/CONSTRAINT_CONFLICT.schema.yaml","NONE_VERIFIED; scripts/ contains PRD package utilities only","NONE_VERIFIED; no executable product test suite found","NEW_IMPLEMENTATION","No executable product implementation was found. Nearby PRD/governance artifacts define intent only and do not satisfy runtime behavior.","TS-VAE-01; TS-VAE-10"
"FR-040","FR","F05","Return typed composition conflicts and recommendations","R1_APPLICABLE","prd/05-features/F05-composition-intent-image-conditioned-geometry.md","D004|D009|D012|D017|D018|D024","UJ-03|UJ-04|UJ-07|UJ-12","NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005","contracts/schemas/VISUAL_ASSET_DEMAND.schema.yaml#properties.composition_intent; contracts/schemas/COMPOSITION_GEOMETRY.schema.yaml; contracts/schemas/CONSTRAINT_CONFLICT.schema.yaml","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","TS-VAE-01; TS-VAE-10"
