requirement_id,requirement_type,title,feature_id,decisions,journeys,nfrs,testable_consequence_1,testable_consequence_2
FR-135,FR,Use hybrid multimodal retrieval and VLM reranking,F17,D014|D019|D020|D021|D027,UJ-09|UJ-10|UJ-15,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-MEM-001|NFR-MEM-002|NFR-MEM-003|NFR-MEM-004|NFR-MEM-005,"Results include scores, reasons, conflicts, and exclusions.",The system cannot rely solely on one vector index.
FR-136,FR,Compile Minimum Complete Context with contradiction coverage,F17,D014|D019|D020|D021|D027,UJ-09|UJ-10|UJ-15,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-MEM-001|NFR-MEM-002|NFR-MEM-003|NFR-MEM-004|NFR-MEM-005,"The compilation receipt records included, excluded, compressed, and unavailable resources.",The model may not receive the entire memory corpus by default.
FR-137,FR,Render a live Visual Asset Demand overview,F18,D002|D014|D019|D020|D021|D022|D023|D024,UJ-05|UJ-06|UJ-07|UJ-08|UJ-09|UJ-12|UJ-16,NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-UX-001|NFR-UX-002|NFR-UX-003|NFR-UX-004|NFR-UX-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,Every displayed value links to its authoritative contract or event.,The dashboard cannot infer or edit demand authority from UI-only state.
FR-138,FR,Visualize the Visual Production Plan and node graph,F18,D002|D014|D019|D020|D021|D022|D023|D024,UJ-05|UJ-06|UJ-07|UJ-08|UJ-09|UJ-12|UJ-16,NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-UX-001|NFR-UX-002|NFR-UX-003|NFR-UX-004|NFR-UX-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,The graph distinguishes infrastructure and quality paths.,An opaque 'generating' spinner is insufficient for production observability.
FR-139,FR,Compare candidates and evaluation evidence,F18,D002|D014|D019|D020|D021|D022|D023|D024,UJ-05|UJ-06|UJ-07|UJ-08|UJ-09|UJ-12|UJ-16,NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-UX-001|NFR-UX-002|NFR-UX-003|NFR-UX-004|NFR-UX-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,The selected asset and rejected alternatives retain reasons.,The operator is not required to manually approve passing routine candidates.
FR-140,FR,Expose asset lineage and usage context,F18,D002|D014|D019|D020|D021|D022|D023|D024,UJ-05|UJ-06|UJ-07|UJ-08|UJ-09|UJ-12|UJ-16,NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-UX-001|NFR-UX-002|NFR-UX-003|NFR-UX-004|NFR-UX-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,Published and in-progress consumers are distinguishable.,A lineage view may not omit rejected or repaired branches needed for audit.
FR-141,FR,"Expose compute, queue, and worker health",F18,D002|D014|D019|D020|D021|D022|D023|D024,UJ-05|UJ-06|UJ-07|UJ-08|UJ-09|UJ-12|UJ-16,NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-UX-001|NFR-UX-002|NFR-UX-003|NFR-UX-004|NFR-UX-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,Operational failures can be diagnosed without logging into the ComfyUI worker desktop.,Secrets and unrestricted worker shell access are not exposed through standard views.
FR-142,FR,Provide policy-first operator controls,F18,D002|D014|D019|D020|D021|D022|D023|D024,UJ-05|UJ-06|UJ-07|UJ-08|UJ-09|UJ-12|UJ-16,NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-UX-001|NFR-UX-002|NFR-UX-003|NFR-UX-004|NFR-UX-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,Actions are validated against caller scope and generate receipts.,"Routine controls do not include manual seed, prompt, LoRA-strength, or node editing."
FR-143,FR,Present typed human-exception packages,F18,D002|D014|D019|D020|D021|D022|D023|D024,UJ-05|UJ-06|UJ-07|UJ-08|UJ-09|UJ-12|UJ-16,NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-UX-001|NFR-UX-002|NFR-UX-003|NFR-UX-004|NFR-UX-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,The chosen response creates a typed event or new demand/plan version.,An operator cannot silently override a constitutional hard gate from a generic approve button.
FR-144,FR,Provide cross-run quality and operations analytics,F18,D002|D014|D019|D020|D021|D022|D023|D024,UJ-05|UJ-06|UJ-07|UJ-08|UJ-09|UJ-12|UJ-16,NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-UX-001|NFR-UX-002|NFR-UX-003|NFR-UX-004|NFR-UX-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,Metrics can drive governed learning proposals and regression investigation.,Analytics cannot update production registry policy without the promotion process.
FR-145,FR,Expose an asynchronous submission API,F19,D003|D008|D009|D023|D024|D027|D028,UJ-01|UJ-04|UJ-08|UJ-12|UJ-14,NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,"Long-running candidate, repair, and learning runs remain observable after submission.",A synchronous request-response-only interface is insufficient.
FR-146,FR,Publish versioned execution status,F19,D003|D008|D009|D023|D024|D027|D028,UJ-01|UJ-04|UJ-08|UJ-12|UJ-14,NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,Callers can poll or subscribe without controlling internal nodes.,Unregistered ambiguous states cannot appear in the public contract.
FR-147,FR,Emit versioned Visual Asset Events,F19,D003|D008|D009|D023|D024|D027|D028,UJ-01|UJ-04|UJ-08|UJ-12|UJ-14,NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,Consumers can rebuild relevant delegation state from events.,Internal log prose cannot serve as the only integration event.
FR-148,FR,Return a provenance-complete Asset Result Contract,F19,D003|D008|D009|D023|D024|D027|D028,UJ-01|UJ-04|UJ-08|UJ-12|UJ-14,NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,Downstream composition can validate every referenced artifact and hash.,A raw image URL alone is not a completed service response.
FR-149,FR,Support authorized cancellation,F19,D003|D008|D009|D023|D024|D027|D028,UJ-01|UJ-04|UJ-08|UJ-12|UJ-14,NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,The final cancellation receipt identifies work stopped and work retained.,Cancellation cannot delete accepted historical assets or canonical evidence.
FR-150,FR,Communicate backpressure without quality degradation,F19,D003|D008|D009|D023|D024|D027|D028,UJ-01|UJ-04|UJ-08|UJ-12|UJ-14,NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,"Callers can choose to wait, cancel, or authorize a compatible cost/latency change.",Load cannot silently route to uncertified capabilities or reduce candidate/evaluator gates.
FR-151,FR,Enforce delegation authorization,F19,D003|D008|D009|D023|D024|D027|D028,UJ-01|UJ-04|UJ-08|UJ-12|UJ-14,NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,All public actions are scoped and receipted.,An internal service identity cannot impersonate the owning Content Harness for semantic amendments.
FR-152,FR,Prepare the separate Delegation PRD handoff,F19,D003|D008|D009|D023|D024|D027|D028,UJ-01|UJ-04|UJ-08|UJ-12|UJ-14,NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-OBS-001|NFR-OBS-002|NFR-OBS-003|NFR-OBS-004|NFR-OBS-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,Architecture can proceed with representative fixtures but not silently freeze cross-product contracts as editor-only property.,Any shared-boundary conflict is recorded for the Delegation planning session.
FR-153,FR,Detect and classify blocking demand conflicts,F20,D002|D003|D009|D018|D024|D027,UJ-03|UJ-07|UJ-12|UJ-16,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,"The conflict contract identifies code, severity, evidence, attempts, and responsible authority.",The editor cannot hide a conflict by producing the closest-looking result.
FR-154,FR,Preserve the accepted demand during conflict handling,F20,D002|D003|D009|D018|D024|D027,UJ-03|UJ-07|UJ-12|UJ-16,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,The Control Tower shows the unchanged demand and all proposed changes separately.,An amendment proposal cannot become effective through plan or UI state alone.
FR-155,FR,Allow internal production amendments within demand authority,F20,D002|D003|D009|D018|D024|D027,UJ-03|UJ-07|UJ-12|UJ-16,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,"The plan amendment states reason, invalidation, budget impact, and preserved authority.",Internal amendments cannot relax semantic or out-of-tolerance composition requirements.
FR-156,FR,Return demand-level amendment proposals to the owner,F20,D002|D003|D009|D018|D024|D027,UJ-03|UJ-07|UJ-12|UJ-16,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,"Each option describes expected feasibility, semantic/Activative impact, cost, and evidence.",The editor cannot approve or select the owner’s demand amendment.
FR-157,FR,Route constitutional amendments upstream,F20,D002|D003|D009|D018|D024|D027,UJ-03|UJ-07|UJ-12|UJ-16,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,The editor provides evidence without modifying upstream constitutions.,A local release cannot redefine a category or Builder law.
FR-158,FR,Create a new demand version for accepted amendments,F20,D002|D003|D009|D018|D024|D027,UJ-03|UJ-07|UJ-12|UJ-16,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,Dependency analysis determines which prior work can be reused.,The original failed demand and conflict remain immutable.
FR-159,FR,Govern degraded acceptance,F20,D002|D003|D009|D018|D024|D027,UJ-03|UJ-07|UJ-12|UJ-16,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,The Asset Result Contract records degradation explicitly.,A standard operator approval cannot bypass meaning-related gates.
FR-160,FR,Benchmark conflict and amendment behavior,F20,D002|D003|D009|D018|D024|D027,UJ-03|UJ-07|UJ-12|UJ-16,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,The system is scored on refusing silent substitution and proposing useful bounded options.,A model that always rejects or always compromises fails the benchmark.
FR-161,FR,Maintain a layered visual benchmark corpus,F21,D004|D017|D018|D019|D020|D025|D026|D027|D028,UJ-03|UJ-04|UJ-07|UJ-08|UJ-09|UJ-11|UJ-13|UJ-14|UJ-16,NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,"Each case declares expected behavior, hard gates, scoring, and protected labels.",Showcase assets alone cannot certify the system.
FR-162,FR,Score independent dimensions with hard gates,F21,D004|D017|D018|D019|D020|D025|D026|D027|D028,UJ-03|UJ-04|UJ-07|UJ-08|UJ-09|UJ-11|UJ-13|UJ-14|UJ-16,NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,A failed constitutional dimension blocks promotion regardless of average.,One composite score cannot replace the full scorecard.
FR-163,FR,Benchmark the VLM evaluator itself,F21,D004|D017|D018|D019|D020|D025|D026|D027|D028,UJ-03|UJ-04|UJ-07|UJ-08|UJ-09|UJ-11|UJ-13|UJ-14|UJ-16,NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,"Metrics include hard-failure recall, false rejection, failure-code and responsible-layer accuracy, recurrence judgment, repair usefulness, and confidence calibration.",An evaluator cannot certify its own benchmark labels.
FR-164,FR,Test repair precision and preservation,F21,D004|D017|D018|D019|D020|D025|D026|D027|D028,UJ-03|UJ-04|UJ-07|UJ-08|UJ-09|UJ-11|UJ-13|UJ-14|UJ-16,NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,Before/after assets and receipts are retained.,A repair process that routinely redoes the whole asset or drifts identity cannot pass.
FR-165,FR,Test compute and workflow recovery,F21,D004|D017|D018|D019|D020|D025|D026|D027|D028,UJ-03|UJ-04|UJ-07|UJ-08|UJ-09|UJ-11|UJ-13|UJ-14|UJ-16,NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,"State, lineage, and quality-round counts remain correct after recovery.",Manual worker intervention cannot be required for the certified routine path.
FR-166,FR,Use staged capability and product promotion,F21,D004|D017|D018|D019|D020|D025|D026|D027|D028,UJ-03|UJ-04|UJ-07|UJ-08|UJ-09|UJ-11|UJ-13|UJ-14|UJ-16,NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,The release receipt identifies authorized scope and unresolved limitations.,Passing unit tests alone cannot authorize production.
