fr_id,source_product,feature_id,title,primary_owner,primary_story_id,primary_story_title,canonical_spec_id,authority_source_id,ownership_authority_id,gate,claim_ceiling,original_spec_id,ownership_reconciled,requirement,required_evidence,source_refs
FR-040,AHP,F07,Maintain claim-specific lifecycle,Atomic Harness Pipeline,ST-07.03,Register and route Programmed Model claims,TS-PM-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-PM-001,false,"Claims shall move through proposed, experimental, validated, shadow, production, deprecated, retired and revoked states independently.","artifact hashes, data lineage, held-out benchmarks, shadow runs, fallback tests, and promotion receipts, linked to an immutable requirement receipt.",SRC-CUR-008;SRC-CUR-015;SRC-EXT-001;SRC-EXT-002;SRC-EXT-003;SRC-EXT-004;SRC-EXT-006
FR-041,AHP,F07,Prove an advantage profile,Atomic Harness Pipeline,ST-07.03,Register and route Programmed Model claims,TS-PM-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-PM-001,false,"A production claim shall pass constitutional floors and demonstrate a balanced, precision, speed or consistency advantage over the approved general-model baseline.","artifact hashes, data lineage, held-out benchmarks, shadow runs, fallback tests, and promotion receipts, linked to an immutable requirement receipt.",SRC-CUR-008;SRC-CUR-015;SRC-EXT-001;SRC-EXT-002;SRC-EXT-003;SRC-EXT-004;SRC-EXT-006
FR-042,AHP,F07,Route only within evidence,Atomic Harness Pipeline,ST-07.03,Register and route Programmed Model claims,TS-PM-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-PM-001,false,The resolver shall use a learned claim only when the current state is inside its applicability envelope; otherwise it shall choose another eligible owner or escalate.,"artifact hashes, data lineage, held-out benchmarks, shadow runs, fallback tests, and promotion receipts, linked to an immutable requirement receipt.",SRC-CUR-008;SRC-CUR-015;SRC-EXT-001;SRC-EXT-002;SRC-EXT-003;SRC-EXT-004;SRC-EXT-006
FR-043,AHP,F08,Declare candidate-search policy per claim,Atomic Harness Pipeline,ST-07.04,Search and compare candidates purposefully,TS-AHP-008,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AHP-008,false,"A learned claim shall specify single-candidate, draft/revise or best-of-N behavior and its evidence basis.","candidate diversity metrics, budget/stop tests, comparative evaluation, and portfolio learning, linked to an immutable requirement receipt.",SRC-CUR-018;SRC-EXT-001
FR-044,AHP,F08,Require meaningful diversity,Atomic Harness Pipeline,ST-07.04,Search and compare candidates purposefully,TS-AHP-008,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AHP-008,false,"Multi-candidate search shall vary eligible strategy, precedent, implementation or controlled decoding rather than only the random seed.","candidate diversity metrics, budget/stop tests, comparative evaluation, and portfolio learning, linked to an immutable requirement receipt.",SRC-CUR-018;SRC-EXT-001
FR-045,AHP,F08,Filter candidates mechanically first,Atomic Harness Pipeline,ST-07.04,Search and compare candidates purposefully,TS-AHP-008,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AHP-008,false,"Schema, authority, declared invariants, wrong-reading locks and tool/process gates shall reject invalid candidates before learned comparison.","candidate diversity metrics, budget/stop tests, comparative evaluation, and portfolio learning, linked to an immutable requirement receipt.",SRC-CUR-018;SRC-EXT-001
FR-046,AHP,F08,Use independent comparative evaluation,Atomic Harness Pipeline,ST-07.04,Search and compare candidates purposefully,TS-AHP-008,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AHP-008,false,Selection shall use an evaluator isolated from the producing implementation and calibrated to the exact Category/profile.,"candidate diversity metrics, budget/stop tests, comparative evaluation, and portfolio learning, linked to an immutable requirement receipt.",SRC-CUR-018;SRC-EXT-001
FR-047,AHP,F08,Apply budget and stopping laws,Atomic Harness Pipeline,ST-07.04,Search and compare candidates purposefully,TS-AHP-008,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AHP-008,false,"Search stops on a decisive valid winner, diminishing diversity, shared defect, budget exhaustion or human-owned taste boundary.","candidate diversity metrics, budget/stop tests, comparative evaluation, and portfolio learning, linked to an immutable requirement receipt.",SRC-CUR-018;SRC-EXT-001
FR-048,AHP,F08,Learn from candidate portfolios,Atomic Harness Pipeline,ST-07.04,Search and compare candidates purposefully,TS-AHP-008,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AHP-008,false,"Accepted, rejected and repaired candidates shall become immutable evidence for retrieval, recipes, evaluators and offline training.","candidate diversity metrics, budget/stop tests, comparative evaluation, and portfolio learning, linked to an immutable requirement receipt.",SRC-CUR-018;SRC-EXT-001
FR-049,AHP,F09,Define renderer-neutral Composition IR,Atomic Harness Pipeline,ST-05.01,Render deterministic source-grounded static compositions,TS-STA-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-STA-001,false,"Composition IR shall represent canvas, layers, assets, text, BBOXes, hierarchy, reading order, annotations, provenance and Transformation Contract.","schema tests, PRETEXT measurements, collision/reading-order validation, render hashes, and visual reparse, linked to an immutable requirement receipt.",SRC-CUR-014;SRC-LEG-004;SRC-LEG-005;SRC-LEG-028;SRC-LEG-029;SRC-LEG-033;SRC-LEG-036;SRC-EXT-008;SRC-EXT-009;SRC-EXT-015
FR-050,AHP,F09,Carry BBOX plus function,Atomic Harness Pipeline,ST-05.01,Render deterministic source-grounded static compositions,TS-STA-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-STA-001,false,Every requested region shall carry normalized geometry and its declared syntactic/attention function.,"schema tests, PRETEXT measurements, collision/reading-order validation, render hashes, and visual reparse, linked to an immutable requirement receipt.",SRC-CUR-014;SRC-LEG-004;SRC-LEG-005;SRC-LEG-028;SRC-LEG-029;SRC-LEG-033;SRC-LEG-036;SRC-EXT-008;SRC-EXT-009;SRC-EXT-015
FR-051,AHP,F09,Activate PRETEXT measurement,Atomic Harness Pipeline,ST-05.01,Render deterministic source-grounded static compositions,TS-STA-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-STA-001,false,"A pinned PRETEXT adapter shall produce exact text line ranges, widths, heights and overflow evidence for the final font configuration.","schema tests, PRETEXT measurements, collision/reading-order validation, render hashes, and visual reparse, linked to an immutable requirement receipt.",SRC-CUR-014;SRC-LEG-004;SRC-LEG-005;SRC-LEG-028;SRC-LEG-029;SRC-LEG-033;SRC-LEG-036;SRC-EXT-008;SRC-EXT-009;SRC-EXT-015
FR-052,AHP,F09,Run deterministic layout solving,Atomic Harness Pipeline,ST-05.01,Render deterministic source-grounded static compositions,TS-STA-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-STA-001,false,"Geometrics shall resolve placement, collisions, text reservations, reserved regions and tolerances before rendering.","schema tests, PRETEXT measurements, collision/reading-order validation, render hashes, and visual reparse, linked to an immutable requirement receipt.",SRC-CUR-014;SRC-LEG-004;SRC-LEG-005;SRC-LEG-028;SRC-LEG-029;SRC-LEG-033;SRC-LEG-036;SRC-EXT-008;SRC-EXT-009;SRC-EXT-015
FR-053,AHP,F09,Compile typed Rough Annotation Cues,Atomic Harness Pipeline,ST-05.01,Render deterministic source-grounded static compositions,TS-STA-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-STA-001,false,"Rough Notation behavior shall be represented as renderer-neutral deterministic cues with target, semantic job, timing, seed/path and style.","schema tests, PRETEXT measurements, collision/reading-order validation, render hashes, and visual reparse, linked to an immutable requirement receipt.",SRC-CUR-014;SRC-LEG-004;SRC-LEG-005;SRC-LEG-028;SRC-LEG-029;SRC-LEG-033;SRC-LEG-036;SRC-EXT-008;SRC-EXT-009;SRC-EXT-015
FR-054,AHP,F09,Render actual Skia artifacts,Atomic Harness Pipeline,ST-05.01,Render deterministic source-grounded static compositions,TS-STA-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-STA-001,false,"The Skia runtime shall render Carousels, SuperVisuals, previews and diagnostic plates to hash-addressed artifacts rather than synthetic references.","schema tests, PRETEXT measurements, collision/reading-order validation, render hashes, and visual reparse, linked to an immutable requirement receipt.",SRC-CUR-014;SRC-LEG-004;SRC-LEG-005;SRC-LEG-028;SRC-LEG-029;SRC-LEG-033;SRC-LEG-036;SRC-EXT-008;SRC-EXT-009;SRC-EXT-015
FR-055,AHP,F10,Enforce Carousel Category identity,Atomic Harness Pipeline,ST-05.02,Produce a source-grounded Carousel,TS-CAR-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-CAR-001,false,Carousel plans shall reject frame-time motion semantics and cross-category profile reuse.,"slide/source traceability, sequence evaluation, cross-slide continuity, export manifests, and profile authority, linked to an immutable requirement receipt.",SRC-CUR-007;SRC-LEG-024;SRC-LEG-025;SRC-LEG-037;SRC-LEG-038;SRC-LEG-039
FR-056,AHP,F10,Compile slide-role plans,Atomic Harness Pipeline,ST-05.02,Produce a source-grounded Carousel,TS-CAR-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-CAR-001,false,The runtime shall map the Activative sequence and Harness purpose to typed slide roles.,"slide/source traceability, sequence evaluation, cross-slide continuity, export manifests, and profile authority, linked to an immutable requirement receipt.",SRC-CUR-007;SRC-LEG-024;SRC-LEG-025;SRC-LEG-037;SRC-LEG-038;SRC-LEG-039
FR-057,AHP,F10,Compile swipe-order plans,Atomic Harness Pipeline,ST-05.02,Produce a source-grounded Carousel,TS-CAR-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-CAR-001,false,The runtime shall declare the cognitive and visual progression from slide to slide.,"slide/source traceability, sequence evaluation, cross-slide continuity, export manifests, and profile authority, linked to an immutable requirement receipt.",SRC-CUR-007;SRC-LEG-024;SRC-LEG-025;SRC-LEG-037;SRC-LEG-038;SRC-LEG-039
FR-058,AHP,F10,Validate cross-slide continuity,Atomic Harness Pipeline,ST-05.02,Produce a source-grounded Carousel,TS-CAR-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-CAR-001,false,"Recurring roles, hierarchy and visual relationships shall remain coherent across the sequence while allowing declared variation.","slide/source traceability, sequence evaluation, cross-slide continuity, export manifests, and profile authority, linked to an immutable requirement receipt.",SRC-CUR-007;SRC-LEG-024;SRC-LEG-025;SRC-LEG-037;SRC-LEG-038;SRC-LEG-039
FR-059,AHP,F10,Ratify profiles before production,Atomic Harness Pipeline,ST-05.02,Produce a source-grounded Carousel,TS-CAR-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-CAR-001,false,"Legacy Carousel workspaces and atlases may seed evidence, but production profiles require current Builder/category authority.","slide/source traceability, sequence evaluation, cross-slide continuity, export manifests, and profile authority, linked to an immutable requirement receipt.",SRC-CUR-007;SRC-LEG-024;SRC-LEG-025;SRC-LEG-037;SRC-LEG-038;SRC-LEG-039
FR-060,AHP,F10,Export platform packages,Atomic Harness Pipeline,ST-05.02,Produce a source-grounded Carousel,TS-CAR-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-CAR-001,false,"The runtime shall emit ordered images, manifest, preview/contact sheet, geometry report and delivery variants with exact hashes.","slide/source traceability, sequence evaluation, cross-slide continuity, export manifests, and profile authority, linked to an immutable requirement receipt.",SRC-CUR-007;SRC-LEG-024;SRC-LEG-025;SRC-LEG-037;SRC-LEG-038;SRC-LEG-039
FR-061,AHP,F11,Enforce SuperVisual Category identity,Atomic Harness Pipeline,ST-05.03,Produce a source-grounded SuperVisual,TS-SPV-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-SPV-001,false,The runtime shall reject timeline semantics and Category-crossing profile reuse.,"source map, reading-order/hierarchy evidence, feed-size tests, semantic evaluation, and render hashes, linked to an immutable requirement receipt.",SRC-CUR-007;SRC-LEG-026;SRC-LEG-027;SRC-LEG-040;SRC-LEG-041
FR-062,AHP,F11,Compile single-frame hierarchy,Atomic Harness Pipeline,ST-05.03,Produce a source-grounded SuperVisual,TS-SPV-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-SPV-001,false,Composition shall establish one declared attention hierarchy and visual argument.,"source map, reading-order/hierarchy evidence, feed-size tests, semantic evaluation, and render hashes, linked to an immutable requirement receipt.",SRC-CUR-007;SRC-LEG-026;SRC-LEG-027;SRC-LEG-040;SRC-LEG-041
FR-063,AHP,F11,Validate feed-size legibility,Atomic Harness Pipeline,ST-05.03,Produce a source-grounded SuperVisual,TS-SPV-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-SPV-001,false,"Text, symbols, subjects and proof elements shall remain legible at the declared platform viewing size.","source map, reading-order/hierarchy evidence, feed-size tests, semantic evaluation, and render hashes, linked to an immutable requirement receipt.",SRC-CUR-007;SRC-LEG-026;SRC-LEG-027;SRC-LEG-040;SRC-LEG-041
FR-064,AHP,F11,Compile static reading order,Atomic Harness Pipeline,ST-05.03,Produce a source-grounded SuperVisual,TS-SPV-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-SPV-001,false,The composition shall expose a measurable reading path and reject ambiguous cycles where the profile disallows them.,"source map, reading-order/hierarchy evidence, feed-size tests, semantic evaluation, and render hashes, linked to an immutable requirement receipt.",SRC-CUR-007;SRC-LEG-026;SRC-LEG-027;SRC-LEG-040;SRC-LEG-041
FR-065,AHP,F11,Ratify profiles before production,Atomic Harness Pipeline,ST-05.03,Produce a source-grounded SuperVisual,TS-SPV-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-SPV-001,false,Legacy SuperVisual workspaces may supply specimen evidence but not current profile authority.,"source map, reading-order/hierarchy evidence, feed-size tests, semantic evaluation, and render hashes, linked to an immutable requirement receipt.",SRC-CUR-007;SRC-LEG-026;SRC-LEG-027;SRC-LEG-040;SRC-LEG-041
FR-066,AHP,F11,Export high-resolution artifacts,Atomic Harness Pipeline,ST-05.03,Produce a source-grounded SuperVisual,TS-SPV-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-SPV-001,false,"The runtime shall emit master image, platform variants, composition report and evidence bundle.","source map, reading-order/hierarchy evidence, feed-size tests, semantic evaluation, and render hashes, linked to an immutable requirement receipt.",SRC-CUR-007;SRC-LEG-026;SRC-LEG-027;SRC-LEG-040;SRC-LEG-041
FR-067,AHP,F12,Adopt the existing VideoEditProgram and timeline contracts,Atomic Harness Pipeline,ST-04.01,Adopt the canonical VideoEditProgram and source intake,TS-VID-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-VID-001,false,"The Pipeline shall adopt and normalize the predecessor CMF edit-decision and timeline contracts as the canonical temporal editing program, extending them for current source lineage, Activative sequence, Transformation Contracts, runtime bindings, evaluation, and selective repair rather than creating a second timeline model.","Canonical serialized program, migration mapping from predecessor contracts, schema validation, round-trip test, and source-lineage receipt.",SRC-CUR-007;SRC-LEG-006;SRC-LEG-007;SRC-LEG-008;SRC-LEG-009;SRC-LEG-010;SRC-LEG-011;SRC-LEG-012;SRC-AM-001;SRC-EXT-017;SRC-EXT-018;SRC-EXT-019
FR-068,AHP,F12,Register canonical interview source media,Atomic Harness Pipeline,ST-04.01,Adopt the canonical VideoEditProgram and source intake,TS-VID-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-VID-001,false,"The temporal runtime shall ingest source media only through an accepted Canonical Interview Source Package, verify immutable file identities and technical metadata, and expose source-time ranges without mutating the originals.","Media probe receipt, hash ledger, transcript alignment report, shot/keyframe index, and source-package acceptance receipt.",SRC-INT-001;SRC-INT-002;SRC-INT-003;SRC-AM-002;SRC-EXT-017;SRC-EXT-020;SRC-EXT-023
